X, log5(x)
1.0, -0.0
1.1, 0.0592193493347584
1.2000000000000002, 0.11328236519711861
1.3000000000000003, 0.16301549028248344
1.4000000000000004, 0.20906106157667398
1.5000000000000004, 0.2519292446719943
1.6000000000000005, 0.292029475920055
1.7000000000000006, 0.32969592647777374
1.8000000000000007, 0.3652123965296179
1.9000000000000008, 0.3988037035492576
2.000000000000001, 0.4306767526365407
2.100000000000001, 0.46099169200748313
2.200000000000001, 0.48989610197129907
2.300000000000001, 0.5175154735510074
2.4000000000000012, 0.5439591178336594
2.5000000000000013, 0.5693232473634599
2.6000000000000014, 0.5936922429190241
2.7000000000000015, 0.6171417639528246
2.8000000000000016, 0.6397378142132146
2.9000000000000017, 0.6615418788661408
3.0000000000000018, 0.682605997308535
3.100000000000002, 0.7029794738522966
3.200000000000002, 0.7227062285565957
3.300000000000002, 0.7418241229770889
3.400000000000002, 0.7603726791143144
3.500000000000002, 0.7783836735586055
3.6000000000000023, 0.7958891491661584
3.7000000000000024, 0.8129107145376976
3.8000000000000025, 0.8294804561857982
3.9000000000000026, 0.8456197045161922
4.000000000000003, 0.8613535052730813
4.100000000000002, 0.8766958385079763
4.200000000000002, 0.8916684446440235
4.300000000000002, 0.906288734353454
4.400000000000001, 0.9205728546078393
4.500000000000001, 0.9345359509799165
4.6000000000000005, 0.9481922261875476
4.7, 0.9615547822122216
4.8, 0.9746358704701993
4.8999999999999995, 0.9874472586052578
4.999999999999999, 0.9999999999999999
5.099999999999999, 1.012304100016481
5.199999999999998, 1.024368995555564
5.299999999999998, 1.0362041596739813
5.399999999999998, 1.0478185165893645
5.499999999999997, 1.0592196067793511
5.599999999999997, 1.0704145668497544
5.699999999999997, 1.081412331093758
5.799999999999996, 1.0922186315026805
5.899999999999996, 1.1028391246889353
5.999999999999996, 1.1132827499450746
6.099999999999995, 1.1235521197893144
6.199999999999995, 1.1336562264888361
6.2999999999999945, 1.14359671040706
6.399999999999994, 1.153382981193135
6.499999999999994, 1.1630160917750823
6.599999999999993, 1.1725008756136284
6.699999999999993, 1.181844419007079
6.799999999999993, 1.191049431750854
6.899999999999992, 1.2001218364628585
6.999999999999992, 1.2090604261951445
7.099999999999992, 1.2178756470548617
7.199999999999991, 1.2265659018026978
7.299999999999991, 1.2351360604511639
7.399999999999991, 1.243587467174237
7.49999999999999, 1.2519276165251574
7.59999999999999, 1.2601572088223376
7.6999999999999895, 1.2682819387220428
7.799999999999989, 1.276296457152731
7.899999999999989, 1.2842145858516836
7.9999999999999885, 1.2920302579096195
8.099999999999989, 1.2997487791709272
8.199999999999989, 1.3073725911445155
8.299999999999988, 1.3149039936042837
8.399999999999988, 1.3223451972805627
8.499999999999988, 1.3296983403566873
8.599999999999987, 1.3369654869899934
8.699999999999987, 1.3441485866009153
8.799999999999986, 1.3512496072443787
8.899999999999986, 1.3582703832491776
8.999999999999986, 1.3652127036164559
9.099999999999985, 1.3720783782015824
9.199999999999985, 1.378868978824087
9.299999999999985, 1.3855861729185703
9.399999999999984, 1.392231534848761
9.499999999999984, 1.3988065908989378
9.599999999999984, 1.4053126231067388
9.699999999999983, 1.4117513431413629
9.799999999999983, 1.4181240112417972
9.899999999999983, 1.4244319624787762
9.999999999999982, 1.4306767526365392
